Order ID,Order Date,Year,Month,Region,Segment,Category,Sub-Category,Ship Mode,Sales,Quantity,Discount,Profit,Profit Margin,Profitability
CA-2017-152702,2017-10-12,2017,10,Central,Home Office,Furniture,Chairs,Standard Class,254.604,14,0.3,-18.186,-0.07142857142857142,Loss
CA-2016-169103,2016-03-08,2016,3,South,Consumer,Technology,Phones,Standard Class,1363.96,5,0.2,85.2475,0.0625,Profit
CA-2016-169103,2016-03-08,2016,3,South,Consumer,Furniture,Furnishings,Standard Class,102.36,3,0.2,-3.8385,-0.0375,Loss
CA-2014-139192,2014-05-27,2014,5,West,Consumer,Technology,Phones,Second Class,1113.504,12,0.2,125.2692,0.1125,Profit
CA-2014-139192,2014-05-27,2014,5,West,Consumer,Technology,Accessories,Second Class,99.99,1,0.0,37.9962,0.38000000000000006,Profit
US-2015-153500,2015-07-03,2015,7,East,Corporate,Furniture,Furnishings,First Class,168.464,2,0.2,-29.4812,-0.17500000000000002,Loss
US-2015-153500,2015-07-03,2015,7,East,Corporate,Office Supplies,Paper,First Class,6.72,2,0.2,2.436,0.3625,Profit
US-2015-153500,2015-07-03,2015,7,East,Corporate,Furniture,Furnishings,First Class,282.888,9,0.2,56.5776,0.2,Profit
CA-2015-110667,2015-04-04,2015,4,East,Home Office,Office Supplies,Art,Standard Class,11.16,2,0.0,4.3524,0.39,Profit
CA-2015-110667,2015-04-04,2015,4,East,Home Office,Furniture,Furnishings,Standard Class,108.4,2,0.0,22.764,0.21,Profit
CA-2015-110667,2015-04-04,2015,4,East,Home Office,Office Supplies,Binders,Standard Class,82.344,3,0.2,27.7911,0.3375,Profit
CA-2015-110667,2015-04-04,2015,4,East,Home Office,Office Supplies,Binders,Standard Class,9.088,4,0.2,3.2944,0.36250000000000004,Profit
CA-2017-167150,2017-12-10,2017,12,West,Corporate,Office Supplies,Binders,Standard Class,19.936,4,0.2,7.2268,0.3625,Profit
CA-2017-167150,2017-12-10,2017,12,West,Corporate,Office Supplies,Binders,Standard Class,65.568,2,0.2,22.9488,0.35,Profit
CA-2016-105284,2016-11-24,2016,11,East,Home Office,Office Supplies,Fasteners,Standard Class,4.416,3,0.2,1.6008,0.3625,Profit
US-2015-125374,2015-03-23,2015,3,Central,Consumer,Furniture,Chairs,Standard Class,107.772,2,0.3,-29.2524,-0.2714285714285714,Loss
CA-2015-161263,2015-04-16,2015,4,East,Corporate,Office Supplies,Appliances,Standard Class,45.216,3,0.2,4.5216,0.1,Profit
CA-2015-161263,2015-04-16,2015,4,East,Corporate,Office Supplies,Fasteners,Standard Class,10.416,7,0.2,-2.2134,-0.2125,Loss
CA-2015-161263,2015-04-16,2015,4,East,Corporate,Office Supplies,Art,Standard Class,7.872,3,0.2,1.2792,0.16249999999999998,Profit
CA-2015-161263,2015-04-16,2015,4,East,Corporate,Technology,Phones,Standard Class,118.782,3,0.4,-27.7158,-0.23333333333333336,Loss
CA-2015-161263,2015-04-16,2015,4,East,Corporate,Office Supplies,Fasteners,Standard Class,1.448,1,0.2,0.2353,0.1625,Profit
CA-2015-161263,2015-04-16,2015,4,East,Corporate,Office Supplies,Binders,Standard Class,55.47,5,0.7,-46.225,-0.8333333333333334,Loss
CA-2016-157686,2016-10-01,2016,10,West,Consumer,Furniture,Chairs,First Class,194.848,4,0.2,12.178,0.0625,Profit
US-2017-139955,2017-09-28,2017,9,Central,Consumer,Office Supplies,Supplies,Second Class,1.744,1,0.2,-0.3488,-0.2,Loss
US-2015-150161,2015-07-25,2015,7,East,Home Office,Office Supplies,Binders,Standard Class,25.176,4,0.7,-18.4624,-0.7333333333333333,Loss
CA-2015-144652,2015-11-20,2015,11,West,Home Office,Office Supplies,Art,Standard Class,19.46,7,0.0,5.0596,0.25999999999999995,Profit
CA-2016-152814,2016-04-28,2016,4,West,Home Office,Office Supplies,Paper,Standard Class,29.472,3,0.2,9.9468,0.33749999999999997,Profit
CA-2017-106943,2017-11-14,2017,11,East,Consumer,Office Supplies,Binders,Standard Class,8.64,2,0.2,3.024,0.35,Profit
CA-2016-134348,2016-11-12,2016,11,West,Consumer,Office Supplies,Binders,Standard Class,6.27,5,0.7,-4.598,-0.7333333333333334,Loss
CA-2016-134348,2016-11-12,2016,11,West,Consumer,Office Supplies,Binders,Standard Class,4.368,7,0.7,-3.3488,-0.7666666666666666,Loss
CA-2016-134348,2016-11-12,2016,11,West,Consumer,Technology,Accessories,Standard Class,31.984,2,0.2,1.999,0.0625,Profit
CA-2016-161781,2016-09-29,2016,9,Central,Home Office,Office Supplies,Art,First Class,40.88,7,0.0,10.6288,0.26,Profit
CA-2017-132521,2017-09-23,2017,9,West,Consumer,Office Supplies,Appliances,Second Class,119.96,2,0.0,33.5888,0.28,Profit
CA-2017-132521,2017-09-23,2017,9,West,Consumer,Office Supplies,Storage,Second Class,31.44,3,0.0,8.4888,0.26999999999999996,Profit
CA-2017-132521,2017-09-23,2017,9,West,Consumer,Office Supplies,Binders,Second Class,6.88,1,0.2,2.322,0.3375,Profit
CA-2015-110016,2015-11-29,2015,11,Central,Corporate,Office Supplies,Paper,Standard Class,19.92,4,0.0,9.3624,0.4699999999999999,Profit
CA-2015-110016,2015-11-29,2015,11,Central,Corporate,Furniture,Chairs,Standard Class,1106.91,9,0.0,121.7601,0.10999999999999999,Profit
US-2016-143819,2016-03-01,2016,3,East,Consumer,Furniture,Tables,Standard Class,836.592,8,0.4,-264.9208,-0.31666666666666665,Loss
US-2016-143819,2016-03-01,2016,3,East,Consumer,Office Supplies,Paper,Standard Class,26.38,1,0.0,12.1348,0.46,Profit
US-2016-143819,2016-03-01,2016,3,East,Consumer,Office Supplies,Storage,Standard Class,362.92,2,0.0,105.2468,0.29,Profit
US-2016-143819,2016-03-01,2016,3,East,Consumer,Technology,Machines,Standard Class,4899.93,7,0.0,2400.9657,0.49,Profit
CA-2016-167584,2016-08-12,2016,8,Central,Consumer,Office Supplies,Paper,Same Day,6.48,1,0.0,3.1104,0.4799999999999999,Profit
CA-2016-166163,2016-08-15,2016,8,West,Corporate,Technology,Phones,Second Class,71.976,3,0.2,7.1976,0.1,Profit
CA-2016-166163,2016-08-15,2016,8,West,Corporate,Office Supplies,Labels,Second Class,3.15,1,0.0,1.512,0.48000000000000004,Profit
CA-2017-158407,2017-06-04,2017,6,South,Corporate,Furniture,Furnishings,Standard Class,31.984,2,0.2,1.999,0.0625,Profit
CA-2017-158407,2017-06-04,2017,6,South,Corporate,Technology,Phones,Standard Class,71.984,2,0.2,25.1944,0.35000000000000003,Profit
CA-2015-143490,2015-12-06,2015,12,West,Consumer,Office Supplies,Art,Standard Class,120.15,9,0.0,33.642,0.28,Profit
CA-2015-143490,2015-12-06,2015,12,West,Consumer,Technology,Phones,Standard Class,219.184,2,0.2,19.1786,0.0875,Profit
CA-2015-165085,2015-12-27,2015,12,East,Home Office,Office Supplies,Paper,Standard Class,28.9,5,0.0,14.161,0.49,Profit
CA-2015-165085,2015-12-27,2015,12,East,Home Office,Office Supplies,Appliances,Standard Class,355.96,2,0.0,103.2284,0.29,Profit
CA-2017-160423,2017-01-21,2017,1,South,Home Office,Office Supplies,Storage,Standard Class,348.208,7,0.2,30.4682,0.0875,Profit
CA-2017-160423,2017-01-21,2017,1,South,Home Office,Office Supplies,Binders,Standard Class,35.784,7,0.7,-28.6272,-0.7999999999999999,Loss
CA-2014-159338,2014-06-25,2014,6,West,Corporate,Furniture,Tables,First Class,447.84,5,0.2,11.196,0.025,Profit
CA-2016-107216,2016-06-14,2016,6,West,Home Office,Office Supplies,Art,First Class,7.04,4,0.0,2.0416,0.29,Profit
CA-2016-107216,2016-06-14,2016,6,West,Home Office,Furniture,Furnishings,First Class,8.73,3,0.0,4.1031,0.47000000000000003,Profit
CA-2016-107216,2016-06-14,2016,6,West,Home Office,Technology,Accessories,First Class,29.29,1,0.0,9.6657,0.32999999999999996,Profit
CA-2016-107216,2016-06-14,2016,6,West,Home Office,Office Supplies,Art,First Class,8.64,3,0.0,2.5056,0.29,Profit
US-2017-145863,2017-04-21,2017,4,Central,Consumer,Office Supplies,Binders,Standard Class,2.694,3,0.8,-4.7145,-1.75,Loss
US-2017-145863,2017-04-21,2017,4,Central,Consumer,Office Supplies,Binders,Standard Class,2.934,3,0.8,-4.9878,-1.7,Loss
CA-2016-112340,2016-10-21,2016,10,West,Consumer,Office Supplies,Paper,Standard Class,22.92,3,0.0,11.2308,0.49,Profit
US-2016-110156,2016-11-19,2016,11,Central,Consumer,Office Supplies,Storage,Standard Class,100.704,6,0.2,-16.3644,-0.1625,Loss
US-2016-110156,2016-11-19,2016,11,Central,Consumer,Furniture,Furnishings,Standard Class,2.328,2,0.6,-0.7566,-0.32500000000000007,Loss
US-2016-110156,2016-11-19,2016,11,Central,Consumer,Office Supplies,Binders,Standard Class,10.78,5,0.8,-17.248,-1.6,Loss
US-2016-110156,2016-11-19,2016,11,Central,Consumer,Office Supplies,Fasteners,Standard Class,58.368,12,0.2,21.888,0.375,Profit
US-2016-110156,2016-11-19,2016,11,Central,Consumer,Office Supplies,Envelopes,Standard Class,40.968,3,0.2,13.8267,0.33749999999999997,Profit
US-2016-110156,2016-11-19,2016,11,Central,Consumer,Technology,Phones,Standard Class,71.96,5,0.2,25.186,0.35000000000000003,Profit
US-2016-110156,2016-11-19,2016,11,Central,Consumer,Office Supplies,Paper,Standard Class,10.368,2,0.2,3.6288,0.35,Profit
US-2016-110156,2016-11-19,2016,11,Central,Consumer,Office Supplies,Binders,Standard Class,1.192,2,0.8,-2.0264,-1.7000000000000002,Loss
CA-2017-140585,2017-12-18,2017,12,West,Consumer,Office Supplies,Binders,Second Class,46.672,2,0.2,16.3352,0.35000000000000003,Profit
CA-2017-140585,2017-12-18,2017,12,West,Consumer,Furniture,Bookcases,Second Class,119.833,1,0.15,-12.6882,-0.10588235294117647,Loss
CA-2017-140585,2017-12-18,2017,12,West,Consumer,Technology,Accessories,Second Class,119.98,2,0.0,57.5904,0.48,Profit
CA-2016-144855,2016-07-22,2016,7,West,Corporate,Office Supplies,Labels,Second Class,6.3,2,0.0,3.024,0.48000000000000004,Profit
CA-2015-142755,2015-09-04,2015,9,South,Consumer,Office Supplies,Paper,Standard Class,279.9,5,0.0,137.151,0.4900000000000001,Profit
CA-2015-142755,2015-09-04,2015,9,South,Consumer,Technology,Accessories,Standard Class,619.95,5,0.0,111.591,0.17999999999999997,Profit
CA-2015-142755,2015-09-04,2015,9,South,Consumer,Office Supplies,Paper,Standard Class,4.36,2,0.0,2.0492,0.4699999999999999,Profit
CA-2015-142755,2015-09-04,2015,9,South,Consumer,Office Supplies,Envelopes,Standard Class,15.28,2,0.0,7.4872,0.49,Profit
US-2014-147627,2014-01-20,2014,1,South,Consumer,Technology,Phones,Standard Class,699.93,7,0.0,181.9818,0.26,Profit
US-2014-147627,2014-01-20,2014,1,South,Consumer,Office Supplies,Art,Standard Class,22.96,7,0.0,6.6584,0.29,Profit
US-2014-147627,2014-01-20,2014,1,South,Consumer,Furniture,Furnishings,Standard Class,38.6,4,0.0,11.58,0.3,Profit
US-2014-147627,2014-01-20,2014,1,South,Consumer,Office Supplies,Art,Standard Class,6.63,3,0.0,1.7901,0.27,Profit
US-2014-147627,2014-01-20,2014,1,South,Consumer,Office Supplies,Envelopes,Standard Class,23.34,3,0.0,10.9698,0.47,Profit
US-2014-147627,2014-01-20,2014,1,South,Consumer,Furniture,Chairs,Standard Class,1067.94,3,0.0,224.2674,0.21,Profit
CA-2015-105970,2015-03-02,2015,3,Central,Home Office,Office Supplies,Art,Standard Class,10.16,1,0.0,2.6416,0.26,Profit
CA-2015-105970,2015-03-02,2015,3,Central,Home Office,Office Supplies,Envelopes,Standard Class,101.88,6,0.0,50.94,0.5,Profit
CA-2016-112102,2016-04-12,2016,4,South,Consumer,Furniture,Tables,Standard Class,343.92,4,0.0,75.6624,0.22,Profit
CA-2016-112102,2016-04-12,2016,4,South,Consumer,Office Supplies,Paper,Standard Class,40.99,1,0.0,20.0851,0.49,Profit
CA-2016-112102,2016-04-12,2016,4,South,Consumer,Office Supplies,Envelopes,Standard Class,63.9,5,0.0,28.755,0.45,Profit
US-2016-114776,2016-12-06,2016,12,West,Corporate,Office Supplies,Paper,First Class,19.44,3,0.0,9.3312,0.48000000000000004,Profit
US-2016-134908,2016-06-05,2016,6,East,Home Office,Office Supplies,Storage,Standard Class,124.608,4,0.2,-23.364,-0.1875,Loss
US-2016-134908,2016-06-05,2016,6,East,Home Office,Office Supplies,Labels,Standard Class,7.56,3,0.2,2.646,0.35000000000000003,Profit
US-2016-148803,2016-12-11,2016,12,South,Consumer,Office Supplies,Storage,Same Day,85.224,3,0.2,7.4571,0.0875,Profit
CA-2016-152170,2016-11-12,2016,11,Central,Corporate,Office Supplies,Envelopes,Second Class,287.52,8,0.0,129.384,0.44999999999999996,Profit
CA-2016-152170,2016-11-12,2016,11,Central,Corporate,Office Supplies,Appliances,Second Class,37.68,2,0.0,10.5504,0.27999999999999997,Profit
CA-2016-152170,2016-11-12,2016,11,Central,Corporate,Office Supplies,Paper,Second Class,19.98,2,0.0,8.991,0.44999999999999996,Profit
CA-2016-152170,2016-11-12,2016,11,Central,Corporate,Office Supplies,Art,Second Class,20.58,7,0.0,5.5566,0.27,Profit
CA-2016-152170,2016-11-12,2016,11,Central,Corporate,Office Supplies,Binders,Second Class,17.38,2,0.0,8.69,0.5,Profit
CA-2014-146969,2014-09-29,2014,9,West,Consumer,Furniture,Furnishings,Standard Class,204.6,2,0.0,53.196,0.26,Profit
CA-2014-146969,2014-09-29,2014,9,West,Consumer,Office Supplies,Fasteners,Standard Class,8.72,4,0.0,2.8776,0.33,Profit
CA-2014-146969,2014-09-29,2014,9,West,Consumer,Office Supplies,Paper,Standard Class,6.48,1,0.0,3.1104,0.4799999999999999,Profit
CA-2014-146969,2014-09-29,2014,9,West,Consumer,Technology,Machines,Standard Class,686.32,2,0.2,223.054,0.32499999999999996,Profit
CA-2014-146969,2014-09-29,2014,9,West,Consumer,Office Supplies,Storage,Standard Class,62.18,1,0.0,16.7886,0.26999999999999996,Profit
CA-2015-112452,2015-04-04,2015,4,Central,Consumer,Office Supplies,Appliances,Same Day,644.076,2,0.1,107.346,0.16666666666666666,Profit
CA-2015-112452,2015-04-04,2015,4,Central,Consumer,Office Supplies,Fasteners,Same Day,5.84,2,0.0,2.628,0.45,Profit
CA-2015-112452,2015-04-04,2015,4,Central,Consumer,Office Supplies,Binders,Same Day,12.76,2,0.0,5.8696,0.46,Profit
CA-2015-112452,2015-04-04,2015,4,Central,Consumer,Technology,Phones,Same Day,10.95,1,0.0,0.438,0.04,Profit
CA-2015-112452,2015-04-04,2015,4,Central,Consumer,Technology,Copiers,Same Day,599.98,2,0.0,209.993,0.35,Profit
CA-2015-113971,2015-05-08,2015,5,East,Corporate,Furniture,Furnishings,Standard Class,8.352,6,0.2,1.2528,0.15,Profit
CA-2017-160395,2016-12-31,2016,12,West,Corporate,Office Supplies,Art,Standard Class,3.64,2,0.0,1.638,0.44999999999999996,Profit
CA-2017-160395,2016-12-31,2016,12,West,Corporate,Office Supplies,Binders,Standard Class,159.768,7,0.2,53.9217,0.3375,Profit
CA-2014-136567,2014-12-20,2014,12,South,Home Office,Office Supplies,Storage,First Class,122.48,2,0.0,0.0,0.0,Profit
CA-2014-136567,2014-12-20,2014,12,South,Home Office,Furniture,Tables,First Class,2244.48,7,0.0,493.7856,0.22,Profit
CA-2014-136567,2014-12-20,2014,12,South,Home Office,Office Supplies,Binders,First Class,62.31,3,0.0,29.2857,0.47,Profit
CA-2014-136567,2014-12-20,2014,12,South,Home Office,Furniture,Tables,First Class,455.1,2,0.0,100.122,0.22,Profit
CA-2016-149314,2016-07-02,2016,7,West,Corporate,Furniture,Chairs,Second Class,195.184,1,0.2,19.5184,0.1,Profit
CA-2017-147039,2017-06-29,2017,6,Central,Consumer,Office Supplies,Appliances,Standard Class,362.94,3,0.0,90.735,0.25,Profit
CA-2017-147039,2017-06-29,2017,6,Central,Consumer,Office Supplies,Binders,Standard Class,11.54,2,0.0,5.77,0.5,Profit
CA-2014-126522,2014-09-01,2014,9,West,Consumer,Office Supplies,Art,Second Class,53.94,3,0.0,15.6426,0.29000000000000004,Profit
CA-2014-127964,2014-03-03,2014,3,East,Home Office,Technology,Phones,Standard Class,9.99,1,0.0,4.5954,0.45999999999999996,Profit
CA-2014-127964,2014-03-03,2014,3,East,Home Office,Office Supplies,Binders,Standard Class,125.76,3,0.2,40.872,0.325,Profit
CA-2014-127964,2014-03-03,2014,3,East,Home Office,Office Supplies,Binders,Standard Class,25.32,5,0.2,9.1785,0.3625,Profit
CA-2014-117709,2014-05-04,2014,5,Central,Consumer,Office Supplies,Binders,Standard Class,46.8,4,0.0,21.06,0.45,Profit
CA-2015-125416,2015-11-02,2015,11,West,Consumer,Technology,Accessories,Same Day,447.93,9,0.0,49.2723,0.11,Profit
CA-2017-145226,2017-12-08,2017,12,East,Consumer,Furniture,Furnishings,Second Class,109.48,2,0.0,33.9388,0.31,Profit
CA-2017-145226,2017-12-08,2017,12,East,Consumer,Office Supplies,Storage,Second Class,272.94,3,0.0,0.0,0.0,Profit
CA-2017-145226,2017-12-08,2017,12,East,Consumer,Office Supplies,Paper,Second Class,19.44,3,0.0,9.3312,0.48000000000000004,Profit
CA-2017-145226,2017-12-08,2017,12,East,Consumer,Office Supplies,Storage,Second Class,31.92,4,0.0,8.2992,0.26,Profit
US-2014-100279,2014-03-10,2014,3,Central,Consumer,Office Supplies,Paper,Standard Class,22.38,2,0.0,10.7424,0.48000000000000004,Profit
CA-2014-158064,2014-04-21,2014,4,West,Consumer,Office Supplies,Binders,Standard Class,16.52,5,0.2,5.5755,0.3375,Profit
US-2015-104430,2015-10-22,2015,10,Central,Consumer,Office Supplies,Binders,Standard Class,5.176,4,0.8,-7.764,-1.5,Loss
CA-2015-132080,2015-08-22,2015,8,East,Corporate,Office Supplies,Binders,First Class,50.112,6,0.2,16.2864,0.325,Profit
CA-2016-161207,2016-08-29,2016,8,East,Home Office,Office Supplies,Supplies,Standard Class,27.93,3,0.0,8.0997,0.29000000000000004,Profit
CA-2014-120243,2014-12-27,2014,12,West,Home Office,Office Supplies,Labels,Second Class,11.56,4,0.0,5.4332,0.47000000000000003,Profit
CA-2016-113621,2016-12-01,2016,12,East,Consumer,Furniture,Chairs,Standard Class,172.5,2,0.0,51.75,0.3,Profit
CA-2016-113621,2016-12-01,2016,12,East,Consumer,Technology,Phones,Standard Class,179.97,3,0.0,44.9925,0.25,Profit
CA-2016-168081,2016-04-24,2016,4,Central,Home Office,Technology,Accessories,Second Class,258.696,3,0.2,64.674,0.25,Profit
CA-2014-128146,2014-06-21,2014,6,East,Consumer,Technology,Phones,Standard Class,1322.93,7,0.0,357.1911,0.27,Profit
CA-2014-128146,2014-06-21,2014,6,East,Consumer,Office Supplies,Art,Standard Class,3.76,2,0.0,1.0904,0.29000000000000004,Profit
CA-2017-138779,2017-01-14,2017,1,South,Consumer,Office Supplies,Envelopes,First Class,21.744,1,0.2,7.3386,0.33749999999999997,Profit
CA-2017-138779,2017-01-14,2017,1,South,Consumer,Technology,Phones,First Class,7.92,5,0.2,0.693,0.0875,Profit
CA-2014-127131,2014-11-24,2014,11,West,Corporate,Office Supplies,Binders,Standard Class,12.096,7,0.2,4.2336,0.35,Profit
CA-2014-127131,2014-11-24,2014,11,West,Corporate,Office Supplies,Storage,Standard Class,485.88,6,0.0,9.7176,0.019999999999999997,Profit
CA-2014-127131,2014-11-24,2014,11,West,Corporate,Office Supplies,Paper,Standard Class,25.92,4,0.0,12.4416,0.4799999999999999,Profit
CA-2014-127131,2014-11-24,2014,11,West,Corporate,Office Supplies,Storage,Standard Class,197.58,2,0.0,53.3466,0.27,Profit
CA-2017-117212,2017-02-26,2017,2,West,Home Office,Office Supplies,Appliances,Second Class,81.92,4,0.0,22.1184,0.27,Profit
CA-2017-117212,2017-02-26,2017,2,West,Home Office,Technology,Phones,Second Class,889.536,8,0.2,66.7152,0.075,Profit
CA-2017-117212,2017-02-26,2017,2,West,Home Office,Furniture,Chairs,Second Class,892.224,3,0.2,89.2224,0.09999999999999999,Profit
CA-2017-117212,2017-02-26,2017,2,West,Home Office,Office Supplies,Paper,Second Class,223.92,4,0.0,109.7208,0.49,Profit
CA-2017-117212,2017-02-26,2017,2,West,Home Office,Office Supplies,Paper,Second Class,23.12,4,0.0,11.3288,0.48999999999999994,Profit
US-2015-130519,2015-09-15,2015,9,South,Corporate,Office Supplies,Paper,Same Day,15.552,3,0.2,5.4432,0.35000000000000003,Profit
US-2015-130519,2015-09-15,2015,9,South,Corporate,Furniture,Furnishings,Same Day,15.712,4,0.2,2.5532,0.1625,Profit
US-2015-130519,2015-09-15,2015,9,South,Corporate,Office Supplies,Storage,Same Day,24.672,2,0.2,2.1588,0.0875,Profit
US-2015-130519,2015-09-15,2015,9,South,Corporate,Furniture,Furnishings,Same Day,55.968,1,0.2,-2.0988,-0.0375,Loss
CA-2016-130946,2016-04-08,2016,4,Central,Consumer,Technology,Accessories,Standard Class,431.928,9,0.2,64.7892,0.15,Profit
CA-2016-130946,2016-04-08,2016,4,Central,Consumer,Furniture,Chairs,Standard Class,95.984,4,0.3,-4.1136,-0.04285714285714286,Loss
CA-2016-130946,2016-04-08,2016,4,Central,Consumer,Office Supplies,Binders,Standard Class,1088.792,4,0.8,-1850.9464,-1.7000000000000002,Loss
CA-2016-114727,2016-07-18,2016,7,West,Corporate,Furniture,Chairs,Standard Class,544.008,3,0.2,40.8006,0.075,Profit
CA-2016-114727,2016-07-18,2016,7,West,Corporate,Office Supplies,Binders,Standard Class,1.872,3,0.7,-1.4352,-0.7666666666666666,Loss
CA-2016-114727,2016-07-18,2016,7,West,Corporate,Furniture,Chairs,Standard Class,854.352,3,0.2,10.6794,0.012499999999999999,Profit
CA-2016-114727,2016-07-18,2016,7,West,Corporate,Office Supplies,Storage,Standard Class,593.568,2,0.2,0.0,0.0,Profit
CA-2016-114727,2016-07-18,2016,7,West,Corporate,Office Supplies,Storage,Standard Class,338.04,3,0.2,-33.804,-0.1,Loss
CA-2017-133235,2017-08-01,2017,8,South,Consumer,Technology,Phones,First Class,271.96,5,0.2,16.9975,0.0625,Profit
CA-2016-137050,2016-07-14,2016,7,East,Corporate,Office Supplies,Storage,Second Class,11.21,1,0.0,3.363,0.3,Profit
CA-2016-137050,2016-07-14,2016,7,East,Corporate,Office Supplies,Binders,Second Class,9.144,3,0.2,3.2004,0.35000000000000003,Profit
CA-2016-137050,2016-07-14,2016,7,East,Corporate,Office Supplies,Fasteners,Second Class,14.07,7,0.0,6.8943,0.49,Profit
CA-2016-137050,2016-07-14,2016,7,East,Corporate,Office Supplies,Art,Second Class,41.86,7,0.0,10.465,0.25,Profit
CA-2016-137050,2016-07-14,2016,7,East,Corporate,Office Supplies,Binders,Second Class,8.544,2,0.2,2.8836,0.33749999999999997,Profit
CA-2016-137050,2016-07-14,2016,7,East,Corporate,Furniture,Bookcases,Second Class,579.136,4,0.2,21.7176,0.037500000000000006,Profit
US-2017-118087,2017-09-09,2017,9,East,Corporate,Furniture,Chairs,Standard Class,141.372,2,0.3,-48.4704,-0.3428571428571428,Loss
US-2017-118087,2017-09-09,2017,9,East,Corporate,Office Supplies,Binders,Standard Class,3.036,2,0.7,-2.3276,-0.7666666666666666,Loss
US-2017-118087,2017-09-09,2017,9,East,Corporate,Office Supplies,Binders,Standard Class,4.503,1,0.7,-3.6024,-0.7999999999999999,Loss
US-2017-118087,2017-09-09,2017,9,East,Corporate,Office Supplies,Art,Standard Class,4.672,1,0.2,1.5768,0.3375,Profit
US-2017-118087,2017-09-09,2017,9,East,Corporate,Technology,Accessories,Standard Class,95.88,3,0.2,28.764,0.3,Profit
US-2017-118087,2017-09-09,2017,9,East,Corporate,Furniture,Furnishings,Standard Class,17.024,2,0.2,1.7024,0.09999999999999999,Profit
US-2017-118087,2017-09-09,2017,9,East,Corporate,Technology,Accessories,Standard Class,258.696,3,0.2,64.674,0.25,Profit
US-2017-118087,2017-09-09,2017,9,East,Corporate,Technology,Phones,Standard Class,1931.958,7,0.4,-386.3916,-0.19999999999999998,Loss
CA-2014-110184,2014-07-12,2014,7,West,Home Office,Office Supplies,Storage,Standard Class,249.75,9,0.0,44.955,0.18,Profit
CA-2014-110184,2014-07-12,2014,7,West,Home Office,Technology,Phones,Standard Class,255.936,8,0.2,28.7928,0.11249999999999999,Profit
CA-2016-126004,2016-12-04,2016,12,East,Consumer,Furniture,Furnishings,First Class,113.79,3,0.0,20.4822,0.18,Profit
CA-2016-126004,2016-12-04,2016,12,East,Consumer,Technology,Accessories,First Class,78.15,1,0.0,34.386,0.44,Profit
CA-2016-126004,2016-12-04,2016,12,East,Consumer,Office Supplies,Binders,First Class,1.728,1,0.2,0.6048,0.35000000000000003,Profit
CA-2016-126004,2016-12-04,2016,12,East,Consumer,Office Supplies,Paper,First Class,40.56,4,0.0,19.8744,0.49,Profit
CA-2016-126004,2016-12-04,2016,12,East,Consumer,Office Supplies,Storage,First Class,182.94,3,0.0,3.6588,0.02,Profit
CA-2016-126004,2016-12-04,2016,12,East,Consumer,Office Supplies,Storage,First Class,193.86,2,0.0,11.6316,0.06,Profit
CA-2017-100013,2017-11-06,2017,11,West,Consumer,Office Supplies,Envelopes,Standard Class,15.28,2,0.0,7.4872,0.49,Profit
CA-2017-100013,2017-11-06,2017,11,West,Consumer,Furniture,Furnishings,Standard Class,8.73,1,0.0,2.9682,0.33999999999999997,Profit
CA-2017-100013,2017-11-06,2017,11,West,Consumer,Office Supplies,Art,Standard Class,5.68,2,0.0,1.7608,0.31,Profit
CA-2015-132570,2015-10-31,2015,10,East,Consumer,Office Supplies,Art,Second Class,2.78,2,0.0,0.7228,0.26,Profit
CA-2015-132570,2015-10-31,2015,10,East,Consumer,Office Supplies,Envelopes,Second Class,79.96,2,0.0,35.982,0.45,Profit
CA-2016-153682,2016-05-30,2016,5,East,Corporate,Technology,Copiers,First Class,839.988,2,0.4,69.999,0.08333333333333333,Profit
CA-2016-144344,2016-10-28,2016,10,South,Consumer,Furniture,Furnishings,Same Day,47.952,3,0.2,13.7862,0.2875,Profit
CA-2016-144344,2016-10-28,2016,10,South,Consumer,Office Supplies,Binders,Same Day,37.425,5,0.7,-29.94,-0.8,Loss
CA-2016-144344,2016-10-28,2016,10,South,Consumer,Furniture,Furnishings,Same Day,63.968,2,0.2,0.0,0.0,Profit
CA-2016-144344,2016-10-28,2016,10,South,Consumer,Furniture,Furnishings,Same Day,165.048,3,0.2,41.262,0.25,Profit
CA-2014-127012,2014-08-11,2014,8,West,Consumer,Furniture,Furnishings,Standard Class,12.35,1,0.0,5.434,0.44,Profit
CA-2014-127012,2014-08-11,2014,8,West,Consumer,Office Supplies,Art,Standard Class,40.97,1,0.0,10.6522,0.26,Profit
CA-2014-127012,2014-08-11,2014,8,West,Consumer,Office Supplies,Fasteners,Standard Class,22.96,2,0.0,10.7912,0.47,Profit
CA-2016-128727,2016-08-29,2016,8,East,Home Office,Technology,Phones,Standard Class,22.0,4,0.0,5.5,0.25,Profit
US-2016-162859,2016-02-15,2016,2,East,Consumer,Office Supplies,Binders,Standard Class,398.352,3,0.2,124.485,0.3125,Profit
US-2016-162859,2016-02-15,2016,2,East,Consumer,Office Supplies,Fasteners,Standard Class,8.72,4,0.0,3.5752,0.41,Profit
CA-2017-133641,2017-05-14,2017,5,South,Consumer,Office Supplies,Envelopes,Standard Class,48.69,9,0.0,23.8581,0.49000000000000005,Profit
CA-2014-168494,2014-12-12,2014,12,West,Consumer,Furniture,Tables,Second Class,764.688,6,0.2,95.586,0.125,Profit
